Subject,Number,Course_Title,Primary_Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_prof_gpa
ECON,103,Macroeconomic Principles,"Mashhadi Faraha, Arash",6,28,20,34,30,22,12,16,8,8,4,6,4,2,2.82
ECON,103,Macroeconomic Principles,"Mavridis, Christos",2,56,14,17,56,13,15,22,4,6,15,1,12,1,2.79
ECON,103,Macroeconomic Principles,"McDermott, Eric M",12,202,75,83,177,51,54,109,42,0,29,9,10,4,2.94
ECON,103,Macroeconomic Principles,"Nivin Valdiviez, Rafael J",8,30,39,64,21,26,10,13,15,0,7,0,8,6,2.92
ECON,103,Macroeconomic Principles,"Olivares Gonzal, Mauricio",6,2,6,9,14,6,8,8,2,2,1,0,2,0,2.78
ECON,103,Macroeconomic Principles,"Petry, Joseph A",15,43,33,43,66,34,31,16,13,11,9,6,35,2,2.63
ECON,103,Macroeconomic Principles,"Pollak, Micah R",1,7,9,16,19,19,11,15,5,4,3,1,4,2,2.58
ECON,103,Macroeconomic Principles,"Quintana Ashwel, Nicolas",0,41,0,0,42,0,0,13,0,0,17,0,3,1,2.85
ECON,103,Macroeconomic Principles,"Sadayuki, Taisuke",9,19,13,12,17,20,20,13,10,4,3,1,9,2,2.65
ECON,103,Macroeconomic Principles,"Sampaio, Breno R",8,12,28,30,30,20,20,8,12,0,12,0,14,0,2.68
ECON,103,Macroeconomic Principles,"Santos, Raul Antonio C",13,18,15,20,20,18,9,22,5,4,2,2,5,0,2.85
ECON,103,Macroeconomic Principles,"Schneider, Rodrigo A",7,28,15,13,23,20,8,13,16,13,7,1,7,0,2.67
ECON,103,Macroeconomic Principles,"Set, Eric B",11,25,11,15,26,10,17,13,5,4,6,0,6,1,2.83
ECON,103,Macroeconomic Principles,"Shadmehr, Mehdi",4,15,17,12,10,15,25,8,3,0,4,0,1,4,2.81
ECON,103,Macroeconomic Principles,"Sirohi, Rahul A",0,71,10,24,91,11,4,50,0,0,13,0,15,0,2.86
ECON,103,Macroeconomic Principles,"Sogo, Takeharu",13,31,28,32,37,22,25,31,14,7,5,6,8,3,2.74
ECON,103,Macroeconomic Principles,"Sun, Lingling",35,81,92,77,121,59,60,65,28,27,21,11,18,7,2.79
ECON,103,Macroeconomic Principles,"Tan, Ding Yong",10,14,10,11,13,1,3,4,2,3,1,1,0,0,3.22
ECON,103,Macroeconomic Principles,"Valenzuela Rami, Irina E",18,34,33,20,22,6,7,5,3,2,0,3,1,0,3.34
ECON,103,Macroeconomic Principles,"Veras De Paiva, Henrique",3,28,14,20,25,9,11,16,8,3,6,2,11,0,2.71
ECON,103,Macroeconomic Principles,"Wang, Qing",6,21,8,15,15,8,11,10,8,0,9,0,2,1,2.82
ECON,103,Macroeconomic Principles,"Wang, Xin",9,25,13,24,39,31,27,33,15,5,9,3,8,1,2.62
ECON,103,Macroeconomic Principles,"Wu, Yue",13,18,12,13,15,15,13,22,8,8,3,1,4,2,2.71
ECON,103,Macroeconomic Principles,"Xie, Xiaoying",0,52,0,0,66,0,0,46,0,0,22,0,8,2,2.65
ECON,103,Macroeconomic Principles,"Xu, Hui",27,45,30,7,5,0,0,0,0,0,0,0,1,0,3.79
ECON,103,Macroeconomic Principles,"Xu, Jianfeng",25,57,29,54,49,29,22,15,13,7,3,2,6,2,3.05
ECON,103,Macroeconomic Principles,"Xue, Louisa E",11,3,7,8,6,7,5,3,1,3,1,4,0,0,2.92
ECON,103,Macroeconomic Principles,"Yang, Bei",15,12,21,13,23,16,12,19,8,5,11,6,10,2,2.55
ECON,103,Macroeconomic Principles,"Yang, Jie",0,16,0,0,13,0,0,12,0,0,6,0,7,3,2.33
ECON,103,Macroeconomic Principles,"Zare, Meysam",57,49,55,49,49,32,28,24,12,8,3,7,23,2,2.95
ECON,103,Macroeconomic Principles,"Zhang, Zheng",61,136,87,110,173,104,47,122,39,34,56,11,39,8,2.72
ECON,103,Macroeconomic Principles,"Zuo, Bing",21,67,63,74,71,62,64,64,31,7,24,9,19,5,2.71
ECON,199,Intro to Game Theory,"Yang, Bei",2,3,2,4,5,3,1,3,0,0,0,0,0,0,3.13
ECON,199,Introduction to Game Theory,"Vazquez, Jose J",0,15,4,1,1,0,0,0,0,0,0,0,0,0,3.86
ECON,202,Economic Statistics I,"Amini Behbahani, Amirhoss",11,50,13,11,50,8,7,25,4,1,15,2,4,2,2.91
ECON,202,Economic Statistics I,"Anderson, Patrese N",9,72,14,15,70,14,17,52,8,6,17,3,12,4,2.74
ECON,202,Economic Statistics I,"Atasoy, Hilal",11,78,12,23,85,9,20,26,1,5,4,3,4,1,3.08
ECON,202,Economic Statistics I,"Ay, Deniz",7,27,0,7,26,0,5,11,0,5,1,0,1,0,3.1
ECON,202,Economic Statistics I,"Corredor Waldro, Adriana",2,17,2,1,15,1,3,7,2,0,4,0,2,1,2.85
ECON,202,Economic Statistics I,"Da Matta, Rafael A",9,80,6,11,78,2,12,38,2,7,6,0,8,2,2.98
ECON,202,Economic Statistics I,"Edwards, Finley C",5,20,0,10,31,0,3,12,0,2,3,1,1,0,3.0
ECON,202,Economic Statistics I,"Feng, Xue",12,65,31,26,78,20,11,45,11,8,14,7,14,3,2.78
ECON,202,Economic Statistics I,"Fernandez Guerr, Sofia",1,25,3,6,26,4,3,6,0,2,6,3,4,0,2.85
ECON,202,Economic Statistics I,"Godwin-Jones, Luke A",6,55,26,29,81,13,24,47,11,7,17,6,10,0,2.75
ECON,202,Economic Statistics I,"Grigoryan, Aram",6,32,2,6,49,1,4,9,0,1,4,0,1,0,3.14
ECON,202,Economic Statistics I,"Hwang, In Do",1,30,15,16,49,13,13,22,2,9,7,2,7,2,2.72
ECON,202,Economic Statistics I,"Jiang, Ning",6,72,9,22,82,9,15,44,5,6,6,3,3,2,2.94
ECON,202,Economic Statistics I,"Jo, Young",5,68,17,24,65,13,22,45,4,6,19,0,12,2,2.78
ECON,202,Economic Statistics I,"Kim, Dongwoo",11,175,37,47,204,26,31,93,13,15,28,10,23,9,2.84
ECON,202,Economic Statistics I,"Kim, Jungyoun",9,20,1,6,24,1,5,19,1,0,7,1,0,0,2.91
ECON,202,Economic Statistics I,"Kim, Kwanghyun",6,66,14,11,75,20,15,32,2,11,9,4,11,5,2.79
ECON,202,Economic Statistics I,"Kyriazis, Anna E",4,45,16,14,57,9,13,23,5,3,6,0,3,1,2.97
ECON,202,Economic Statistics I,"Lee, Jae-Myun",7,31,10,11,53,7,9,20,3,2,10,2,2,0,2.89
ECON,202,Economic Statistics I,"Leite Estanisla, Luiz Fel",0,6,6,4,14,2,6,8,4,2,0,0,2,2,2.61
ECON,202,Economic Statistics I,"Lin, Bin",5,96,11,20,74,16,21,61,11,14,14,5,9,1,2.8
ECON,202,Economic Statistics I,"Margot, Diego",7,49,12,21,51,16,17,24,12,7,7,0,3,1,2.9
ECON,202,Economic Statistics I,"Santos, Raul Antonio C",5,74,6,18,88,0,19,24,0,6,11,1,10,2,2.93
ECON,202,Economic Statistics I,"Schultz, Colleen",77,633,106,180,619,62,73,296,13,29,128,6,39,11,3.0
ECON,202,Economic Statistics I,"Shafer, Rachel C",4,89,8,23,70,3,14,36,2,6,8,0,2,1,3.08
ECON,202,Economic Statistics I,"Sogo, Takeharu",3,33,0,4,32,0,8,6,0,2,5,0,0,0,3.14
ECON,202,Economic Statistics I,"Soppelsa, Maria E",8,95,17,24,98,13,28,49,5,9,16,5,7,4,2.87
ECON,202,Economic Statistics I,"Vogler, Jacob E",9,53,4,11,67,6,7,22,5,5,17,3,4,0,2.87
ECON,202,Economic Statistics I,"Wen, Hui",2,18,10,15,27,5,8,15,3,2,3,5,2,1,2.79
ECON,202,Economic Statistics I,"Xerez, Marcelo C",9,20,9,2,23,10,9,4,6,4,1,0,0,1,3.03
ECON,203,Economic Statistics II,"Arango Isaza, Mauricio",38,31,17,18,31,19,19,23,14,4,9,1,11,2,2.83
ECON,203,Economic Statistics II,"Arga, Desak Nyoman Fi",100,66,57,48,65,44,29,38,22,10,5,10,11,8,3.02
ECON,203,Economic Statistics II,"Baghestanian, Sascha",3,17,13,19,21,10,6,5,0,9,5,1,5,3,2.75
ECON,203,Economic Statistics II,"Bottan, Nicolas L",70,62,59,71,88,58,38,49,30,22,19,14,16,4,2.82
ECON,203,Economic Statistics II,"Brown, Joshua J",16,22,27,27,34,27,16,21,19,10,5,4,7,2,2.73
ECON,203,Economic Statistics II,"Cheng, Tzu-Chang",8,28,8,34,26,28,12,20,8,8,12,4,20,2,2.5
ECON,203,Economic Statistics II,"Ergul, Esra",5,6,14,13,21,11,13,24,8,1,5,1,10,1,2.48
ECON,203,Economic Statistics II,"Fan, Rui",24,20,20,18,36,30,29,38,20,16,15,8,21,2,2.41
ECON,203,Economic Statistics II,"Ghazi Kalahroud, Soroush",9,19,18,18,30,14,13,21,11,9,4,4,11,2,2.59
ECON,203,Economic Statistics II,"Ghosh, Meenakshi",63,103,80,74,110,83,74,84,38,33,25,15,56,5,2.66
ECON,203,Economic Statistics II,"Hagemann, Andreas S",10,19,19,16,41,28,20,32,17,8,10,5,9,0,2.56
ECON,203,Economic Statistics II,"Hashimoto, Kazuyuki",30,21,15,30,36,21,24,29,14,18,13,4,18,4,2.53
ECON,203,Economic Statistics II,"Henao Arbelaez, Camila",38,36,24,22,55,27,21,34,11,13,7,15,6,1,2.79
ECON,203,Economic Statistics II,"Heydari Bararde, Yashar",48,73,74,69,96,52,52,69,21,15,19,8,30,5,2.77
ECON,203,Economic Statistics II,"Jo, Young",2,4,7,5,9,8,4,7,3,2,1,0,4,0,2.62
ECON,203,Economic Statistics II,"Kelly, James C",6,2,5,1,5,4,3,6,3,1,0,2,0,1,2.72
ECON,203,Economic Statistics II,"Kim, Kwanghyun",28,31,15,14,29,20,20,21,9,12,14,6,14,4,2.6
ECON,203,Economic Statistics II,"Liu, Yingyi",33,60,77,73,87,77,49,53,34,40,37,11,57,6,2.51
ECON,203,Economic Statistics II,"Munoz Morales, Juan S",24,38,29,30,35,36,19,33,13,17,9,14,9,5,2.66
ECON,203,Economic Statistics II,"Olivares Gonzal, Mauricio",19,19,13,16,18,22,15,32,10,15,4,5,15,3,2.47
ECON,203,Economic Statistics II,"Petry, Joseph A",256,244,207,243,309,195,169,188,96,90,76,43,140,22,2.71
ECON,203,Economic Statistics II,"Poloni Sant Ann, Vinicios",42,26,10,9,18,11,10,9,4,2,5,1,2,2,3.17
ECON,203,Economic Statistics II,"Popov, Sergey",23,22,16,23,33,24,7,15,8,3,5,0,7,1,2.93
ECON,203,Economic Statistics II,"Ribas, Rafael P",15,16,21,23,45,20,23,30,15,9,8,4,11,0,2.61
ECON,203,Economic Statistics II,"Sarhangian, Saeed",61,66,61,70,63,69,58,62,31,21,29,20,30,5,2.66
ECON,203,Economic Statistics II,"Set, Eric B",2,10,12,11,13,8,7,2,2,4,8,2,11,1,2.44
ECON,203,Economic Statistics II,"Shahhosseini, Mehrnoush",40,36,28,44,28,20,28,26,16,10,20,6,22,8,2.63
ECON,203,Economic Statistics II,"Shappo, Mariya",30,31,21,14,37,21,19,13,11,8,4,2,14,3,2.8
ECON,203,Economic Statistics II,"Stevens, Alexander N",6,13,13,10,17,11,11,20,3,4,6,10,0,1,2.61
ECON,203,Economic Statistics II,"Vachharajani, Vidisha N",16,27,23,20,27,21,17,24,7,9,13,3,10,1,2.69
ECON,203,Economic Statistics II,"Veras De Paiva, Henrique",5,10,14,22,7,10,7,2,3,0,4,0,0,2,3.04
ECON,203,Economic Statistics II,"Zhu, Lusha",4,10,9,15,15,13,11,9,4,7,5,4,4,1,2.58
ECON,220,Intl Economic Principles,"Leite Estanisla, Luiz Fel",7,4,13,13,8,7,8,6,3,2,4,1,6,1,2.66
ECON,220,Intl Economic Principles,"d'Almeida, Fabricio R",2,4,6,2,4,0,2,1,1,0,0,0,1,0,3.17
ECON,302,Inter Microeconomic Theory,"Amini Behbahani, Amirhoss",38,41,8,12,7,3,4,1,1,1,0,0,1,1,3.63
ECON,302,Inter Microeconomic Theory,"Arvan, Lanny",0,8,4,6,23,10,4,3,2,0,0,0,0,0,3.02
ECON,302,Inter Microeconomic Theory,"Arvin-Rad, Hassan",41,116,100,162,127,90,68,106,87,19,67,10,25,12,2.69
ECON,302,Inter Microeconomic Theory,"Bailey Athias, Diloa J",0,27,28,8,5,11,4,6,1,2,1,0,1,0,3.28
ECON,302,Inter Microeconomic Theory,"Bonilla Mejia, Leonardo",0,9,21,22,27,14,15,14,3,5,3,4,6,1,2.67
ECON,302,Inter Microeconomic Theory,"Buckley, Bryan D",81,120,146,139,145,130,88,82,69,40,43,39,65,11,2.66
ECON,302,Inter Microeconomic Theory,"Carlson, Jeffrey L",1,6,5,1,4,1,2,4,5,0,1,0,5,0,2.47
ECON,302,Inter Microeconomic Theory,"Cheng, Tzu-Chang",0,26,12,7,9,6,4,1,4,1,0,0,3,0,3.2
ECON,302,Inter Microeconomic Theory,"DiIanni, Isaac",121,104,156,124,140,181,96,80,99,50,51,44,100,8,2.57
ECON,302,Inter Microeconomic Theory,"Edwards, Finley C",2,6,7,4,8,5,5,7,3,3,0,0,4,0,2.65
ECON,302,Inter Microeconomic Theory,"Fang, Chiyuan",29,58,39,34,39,45,27,33,24,9,16,13,25,0,2.68
ECON,302,Inter Microeconomic Theory,"Farhoodi, Abdollah",3,16,4,9,11,4,7,6,0,6,1,1,5,0,2.77
ECON,302,Inter Microeconomic Theory,"Feng, Qinping",22,55,66,49,44,53,34,31,42,21,12,9,29,3,2.65
ECON,302,Inter Microeconomic Theory,"Gao, Xing",4,5,5,4,2,1,4,6,6,2,5,0,4,0,2.4
ECON,302,Inter Microeconomic Theory,"Halim, Daniel Z",8,16,16,14,13,10,6,9,6,4,4,3,10,2,2.65
ECON,302,Inter Microeconomic Theory,"Hashimoto, Kazuyuki",17,19,21,20,8,12,4,5,8,3,0,1,1,0,3.2
ECON,302,Inter Microeconomic Theory,"Jachetta, Christine B",38,43,10,8,12,1,4,2,1,0,1,0,0,0,3.68
ECON,302,Inter Microeconomic Theory,"Jogani, Chitra",6,5,2,1,1,10,7,4,0,1,6,6,11,1,1.97
ECON,302,Inter Microeconomic Theory,"Khazra, Nazanin",28,45,23,18,36,23,20,24,13,8,8,5,17,1,2.77
ECON,302,Inter Microeconomic Theory,"Liu, Zhiwei",14,92,58,42,22,4,6,14,6,6,0,4,0,0,3.42
ECON,302,Inter Microeconomic Theory,"Malasquez Carbo, Eduardo",0,12,17,19,18,7,2,14,7,2,3,3,0,4,2.76
ECON,302,Inter Microeconomic Theory,"Margot, Diego",12,28,2,16,16,16,2,2,10,0,4,8,2,0,2.93
ECON,302,Inter Microeconomic Theory,"Miller, Nolan H",2,18,23,18,4,0,0,0,0,0,0,0,1,0,3.58
ECON,302,Inter Microeconomic Theory,"Mocanu, Tatiana",11,36,48,33,45,21,23,22,14,13,10,3,18,0,2.75
ECON,302,Inter Microeconomic Theory,"O'Dea, Dennis C",9,36,37,38,55,23,27,30,10,19,7,9,11,1,2.71
ECON,302,Inter Microeconomic Theory,"Park, Hye Jin",6,9,6,17,17,24,17,18,21,13,3,7,16,0,2.24
ECON,302,Inter Microeconomic Theory,"Philipps, Collin S",8,20,23,11,24,16,13,13,7,6,1,2,3,0,2.9
ECON,302,Inter Microeconomic Theory,"Poloni Sant Ann, Vinicios",8,15,17,17,17,11,13,13,4,2,11,6,9,0,2.6
ECON,302,Inter Microeconomic Theory,"Puzzello, Daniela",1,13,4,10,11,8,4,1,5,0,2,0,1,0,3.0
ECON,302,Inter Microeconomic Theory,"Quigley, David",23,32,55,54,55,56,40,30,35,20,18,17,21,1,2.59
ECON,302,Inter Microeconomic Theory,"Rashid, Salim",29,27,32,25,30,17,18,9,5,6,9,1,1,3,3.05
ECON,302,Inter Microeconomic Theory,"Sadayuki, Taisuke",12,23,18,11,15,25,10,8,14,5,8,7,17,2,2.49
ECON,302,Inter Microeconomic Theory,"Saenz Munoz, Luis Felipe",25,50,13,11,14,3,5,4,1,2,1,0,1,0,3.53
ECON,302,Inter Microeconomic Theory,"Sahajdack, Thomas C",91,139,44,44,35,15,10,7,3,3,0,0,2,1,3.6
ECON,302,Inter Microeconomic Theory,"Sahakyan, Zaruhi M",65,66,37,67,87,52,16,27,26,14,7,4,20,2,2.95
ECON,302,Inter Microeconomic Theory,"Santos, Raul Antonio C",22,12,20,12,12,10,0,4,0,0,0,0,10,2,3.08
ECON,302,Inter Microeconomic Theory,"Set, Eric B",43,47,44,33,59,49,33,48,37,34,15,21,49,2,2.43
ECON,302,Inter Microeconomic Theory,"Shakiba, Mehdi",23,33,60,35,36,44,31,12,25,7,11,14,20,3,2.69
ECON,302,Inter Microeconomic Theory,"Toossi Ardakani, Ali",5,44,32,31,42,37,27,10,22,10,12,6,0,1,2.83
ECON,302,Inter Microeconomic Theory,"Vazquez, Jose J",0,101,28,5,10,6,4,1,3,1,1,0,1,0,3.65
ECON,302,Inter Microeconomic Theory,"Wang, Yiqun",10,72,54,60,20,4,14,8,6,0,2,2,10,0,3.28
ECON,302,Inter Microeconomic Theory,"Wen, Hui",77,49,34,17,41,26,26,15,28,14,6,20,20,4,2.79
ECON,302,Inter Microeconomic Theory,"Wu, Yue",36,49,40,30,41,36,27,16,25,11,5,3,17,2,2.85
ECON,302,Inter Microeconomic Theory,"Xu, Hui",45,51,63,44,56,58,25,25,28,18,11,12,15,3,2.82
ECON,302,Inter Microeconomic Theory,"Xu, Jianfeng",84,27,6,7,5,0,2,1,0,0,0,0,1,0,3.84
ECON,302,Inter Microeconomic Theory,"Yannelis, Nicholas",47,64,36,19,7,5,4,1,1,0,1,0,0,1,3.7
ECON,302,Inter Microeconomic Theory,"Zhang, Zheng",37,37,13,13,15,4,3,4,0,0,2,0,0,0,3.59
ECON,302,Inter Microeconomic Theory,"Zuo, Bing",31,41,37,28,33,37,14,22,16,11,7,3,19,1,2.81
ECON,302,Inter Microeconomic Theory,"de Castro Filho, Luciano",5,10,7,3,8,7,8,3,3,0,0,0,0,0,3.11
ECON,303,Inter Macroeconomic Theory,"Arvin-Rad, Hassan",35,107,87,98,142,96,76,88,67,31,37,6,18,6,2.73
ECON,303,Inter Macroeconomic Theory,"Da Silva Cortes, Gustavo",12,30,40,48,54,36,28,16,4,4,5,3,4,1,2.98
ECON,303,Inter Macroeconomic Theory,"Esfahani, Hadi S",2,7,11,10,13,10,3,6,0,0,0,1,0,1,3.05
ECON,303,Inter Macroeconomic Theory,"Feng, Zhigang",3,31,26,52,45,13,11,5,1,0,1,4,4,1,3.12
ECON,303,Inter Macroeconomic Theory,"Husby, Ralph D",1,12,7,3,19,6,1,16,2,0,1,0,0,0,2.93
ECON,303,Inter Macroeconomic Theory,"Khan, Asad R",16,50,46,77,83,67,37,14,10,6,3,5,4,2,3.01
ECON,303,Inter Macroeconomic Theory,"Laumer, Sebastian",0,7,8,8,10,3,2,3,2,0,1,0,2,1,2.91
ECON,303,Inter Macroeconomic Theory,"Mashhadi Faraha, Arash",1,8,5,13,7,4,5,4,0,0,1,1,1,0,3.01
ECON,303,Inter Macroeconomic Theory,"McDermott, Eric M",5,15,14,14,23,14,2,9,4,0,2,0,2,1,3.01
ECON,303,Inter Macroeconomic Theory,"Nivin Valdiviez, Rafael J",8,16,13,10,3,3,3,2,0,0,0,0,0,0,3.53
ECON,303,Inter Macroeconomic Theory,"O'Dea, Dennis C",8,6,22,6,24,4,22,10,2,0,0,0,0,0,3.02
ECON,303,Inter Macroeconomic Theory,"Petry, Joseph A",1,9,18,28,44,24,19,22,9,7,1,1,1,3,2.73
ECON,303,Inter Macroeconomic Theory,"Toossi Ardakani, Ali",2,8,11,8,12,10,8,2,4,0,0,0,0,0,3.06
ECON,303,Inter Macroeconomic Theory,"Toossi, Ali",0,7,11,6,8,6,7,8,4,2,3,0,0,1,2.75
ECON,303,Inter Macroeconomic Theory,"Vachharajani, Vidisha N",20,26,28,8,10,12,2,2,0,0,0,0,2,4,3.37
ECON,303,Inter Macroeconomic Theory,"Veras De Paiva, Henrique",5,9,11,13,23,10,9,6,4,2,1,1,0,1,2.94
ECON,303,Inter Macroeconomic Theory,"Yue, Yang",7,25,29,38,29,27,16,6,7,5,1,1,3,2,3.01
ECON,303,Inter Macroeconomic Theory,"Zhao, Rui",13,48,54,66,74,42,19,15,12,10,3,5,5,2,3.02
ECON,411,Public Sector Economics,"Arvin-Rad, Hassan",29,76,42,52,72,51,41,69,35,14,25,3,13,7,2.72
ECON,411,Public Sector Economics,"Gahvari, Firouz",0,7,6,2,6,2,11,12,2,0,0,0,1,0,2.71
ECON,411,Public Sector Economics,"Giertz, J F",7,45,64,51,62,43,25,24,6,0,0,0,0,1,3.14
ECON,414,Urban Economics,"Albouy, David Y",5,13,15,15,6,4,7,5,2,1,0,1,0,0,3.21
ECON,414,Urban Economics,"McMillen, Daniel P",1,76,11,9,98,2,0,53,0,0,0,0,4,0,3.09
ECON,420,International Economics,"Aurelio Duarte, Joao Bern",32,63,62,37,17,8,6,1,1,0,0,0,0,0,3.62
ECON,420,International Economics,"Baer, Werner",78,390,307,253,481,154,89,175,14,2,4,0,0,7,3.22
ECON,420,International Economics,"Esfahani, Hadi S",4,7,3,4,7,3,6,4,2,1,0,0,0,0,3.02
ECON,420,International Economics,"Leite Estanisla, Luiz Fel",4,3,1,4,3,6,4,6,3,2,0,0,4,1,2.41
ECON,420,International Economics,"d'Almeida, Fabricio R",1,2,4,4,7,4,1,2,1,0,0,0,0,0,3.06
ECON,440,Economics of Labor Markets,"Borgschulte, Mark J",2,4,6,6,2,2,1,0,0,0,0,0,1,0,3.32
ECON,440,Economics of Labor Markets,"Brown, Kristine",7,56,32,53,42,26,32,29,1,0,0,1,2,0,3.12
ECON,440,Economics of Labor Markets,"Chalioti, Evangelia",15,29,25,22,13,13,4,0,0,0,0,0,0,1,3.48
ECON,440,Economics of Labor Markets,"Kim, GiSeung",3,8,4,5,5,4,0,0,1,0,0,0,0,0,3.42
ECON,440,Economics of Labor Markets,"Laschever, Ron A",1,24,14,33,20,12,7,5,2,3,1,0,0,0,3.18
ECON,440,Economics of Labor Markets,"Schneider, Rodrigo A",5,7,6,6,7,3,2,2,5,0,3,2,8,1,2.46
ECON,440,Economics of Labor Markets,"Wu, Yue",5,14,10,9,10,4,1,1,0,0,0,0,2,0,3.35
ECON,450,Development Economics,"Akresh, Richard S",0,148,67,63,71,28,12,25,7,2,14,3,16,2,3.15
ECON,450,Development Economics,"Rashid, Salim",0,6,8,4,4,4,2,1,1,0,0,0,0,0,3.26
ECON,450,Development Economics,"Sirohi, Rahul A",10,39,33,18,11,6,1,2,0,0,0,0,0,0,3.6
ECON,450,Development Economics,"Veras De Paiva, Henrique",8,13,14,15,17,10,7,13,6,4,6,4,4,0,2.72
ECON,452,The Latin American Economies,"Baer, Werner",48,245,328,299,270,73,50,48,4,4,0,0,0,6,3.35
ECON,452,The Latin American Economies,"D'Almeida, Fabricio R",3,3,5,8,7,1,3,2,0,0,0,0,0,0,3.24
ECON,452,The Latin American Economies,"d'Almeida, Fabricio R",5,7,7,8,4,3,0,1,0,0,0,0,1,1,3.31
ECON,452,The Latin American Economies,"de Melo Caldas, Renata",13,20,29,18,13,5,3,2,0,1,0,2,0,0,3.44
ECON,462,Macroeconomic Policy,"Bebczuk, Ricardo N",9,1,10,3,3,1,0,0,3,0,0,0,0,0,3.44
ECON,462,Macroeconomic Policy,"Bilias, Yannis",0,7,5,6,17,0,0,0,0,0,0,0,0,0,3.35
ECON,462,Macroeconomic Policy,"Dogan, Osman",11,11,4,4,2,0,1,0,0,0,0,0,0,0,3.77
ECON,462,Macroeconomic Policy,"Paiva, Claudio A",3,2,2,3,4,7,4,1,1,1,0,0,1,0,2.84
ECON,462,Macroeconomic Policy,"Taub, Bart M",1,9,8,3,15,11,5,3,3,0,1,0,4,1,2.77
ECON,462,Macroeconomic Policy,"Zhao, Rui",9,11,12,15,10,8,7,3,0,0,3,0,4,0,3.06
ECON,465,Mathematical Economics,"Cho, In-Koo",2,1,2,4,4,2,3,3,0,1,0,0,0,0,2.92
ECON,465,Mathematical Economics,"Dogan, Osman",15,5,6,3,2,4,0,0,0,0,0,0,1,0,3.57
ECON,465,Mathematical Economics,"Santos, Raul Antonio C",13,12,12,10,11,8,0,1,0,0,3,0,1,2,3.24
ECON,469,Economics of Risk,"Sahakyan, Zaruhi M",31,25,26,29,20,9,6,0,2,0,0,2,0,0,3.46
ECON,471,Intro to Applied Econometrics,"Arvin-Rad, Hassan",20,62,26,39,28,40,12,35,30,12,27,4,6,5,2.71
ECON,471,Intro to Applied Econometrics,"Hong, Seung-Hyun",1,52,44,39,30,19,3,0,0,0,0,1,0,2,3.41
ECON,471,Intro to Applied Econometrics,"Yang, Lanwei J",0,40,44,49,36,24,19,11,7,1,0,2,3,1,3.11
ECON,480,Industrial Comp and Monopoly,"Hong, Seung-Hyun",0,37,54,72,86,55,9,3,1,0,1,0,0,0,3.21
ECON,480,Industrial Comp and Monopoly,"Marshall, Guillermo",46,36,32,22,3,19,2,7,8,0,2,1,6,1,3.31
ECON,480,Industrial Comp and Monopoly,"Qiu, Ziyi",16,19,13,10,3,7,6,2,1,0,1,0,3,0,3.33
ECON,480,Industrial Comp and Monopoly,"Shafer, Rachel C",6,32,17,11,24,9,10,8,1,1,3,0,0,2,3.16
ECON,480,Industrial Comp and Monopoly,"Toossi Ardakani, Ali",1,18,7,3,3,4,9,3,0,0,1,0,0,0,3.25
ECON,480,Industrial Comp and Monopoly,"Toossi, Ali",5,43,36,22,17,20,18,14,12,7,9,1,0,2,2.96
ECON,481,Govt Reg of Economic Activity,"Arnould, Richard J",13,84,51,48,76,17,2,6,2,0,1,0,0,4,3.39
ECON,481,Govt Reg of Economic Activity,"Qiu, Ziyi",4,12,10,10,0,9,4,2,1,0,0,0,0,0,3.33
ECON,482,Health Economics,"Arnould, Richard J",10,151,53,60,95,31,3,8,1,1,1,0,1,5,3.41
ECON,482,Health Economics,"Buckley, Bryan D",6,13,16,10,10,11,5,7,1,0,0,0,0,0,3.22
ECON,483,Econ of Innovation and Tech,"Chalioti, Evangelia",57,122,119,101,75,31,18,4,1,0,0,2,1,3,3.46
ECON,483,Econ of Innovation and Tech,"Hong, Seung-Hyun",0,6,8,14,16,10,0,0,0,0,0,0,0,0,3.23
ECON,483,Econ of Innovation and Tech,"Lemus Encalada, Jorge A",16,9,14,9,7,8,6,3,0,0,0,0,2,0,3.29
ECON,484,Law and Economics,"Carlson, Jeffrey L",24,48,25,27,56,31,18,41,25,8,22,0,19,8,2.61
ECON,484,Law and Economics,"Kindt, John W",41,39,6,1,25,1,2,13,0,0,0,0,0,1,3.52
ECON,490,American Economic History,"DiIanni, Isaac",77,51,36,32,26,15,7,8,6,11,2,2,8,0,3.31
ECON,490,Auctions,"Shafer, Rachel C",4,56,20,11,22,5,2,2,0,0,0,0,0,0,3.59
ECON,490,Behavioral Economics,"Set, Eric B",2,7,2,9,1,1,0,1,0,0,0,0,0,0,3.52
ECON,490,Cost-Benefit Analysis,"McDermott, Eric M",0,14,7,7,16,9,1,2,3,0,0,0,0,0,3.19
ECON,490,Econ of Organizations,"Arvan, Lanny",7,19,1,1,12,1,2,2,0,1,3,0,1,0,3.25
ECON,490,Econ of Poverty Alleviation,"Osman, Adam M",5,16,19,14,18,9,9,7,1,0,0,0,0,0,3.21
ECON,490,"Econ of Terror, War & Conflict","Das, Satya P",0,13,6,19,17,10,2,0,0,0,0,0,0,0,3.28
ECON,490,"Econ of War, Terror & Conflict","Das, Satya P",0,6,4,7,11,0,0,0,0,0,0,0,0,0,3.39
ECON,490,Econ of the Workplace,"Sun, Yuanyuan",0,2,6,10,3,2,4,4,5,0,1,0,0,0,2.82
