Subject,Number,Course_Title,Primary_Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_prof_gpa
ECON,490,Economic Forecasting,"Park, Woong Yong",2,8,7,1,5,1,1,1,0,0,0,0,0,0,3.5
ECON,490,Economic Forecasting,"Shin, Min Chul",11,17,4,12,4,2,0,1,0,0,0,0,0,0,3.65
ECON,490,Economic Growth,"Amini Behbahani, Amirhoss",5,9,14,10,8,7,4,2,3,3,0,1,0,0,3.13
ECON,490,Economic Growth,"Baerlocher Carv, Diogo",5,7,18,2,9,3,2,3,1,1,1,4,2,2,2.88
ECON,490,Economics at the Movies,"Gottheil, Fred M",1,32,9,5,4,0,0,0,0,0,0,0,0,0,3.8
ECON,490,Economics of Coordination,"Toossi, Ali",0,9,6,7,8,9,6,2,3,0,3,0,0,1,2.88
ECON,490,Economics of Information,"Williams, Steven R",6,19,6,12,14,12,1,6,2,0,2,0,0,0,3.2
ECON,490,Economics of Organizations,"Arvan, Lanny",0,10,1,1,11,3,0,2,0,0,0,0,0,0,3.29
ECON,490,Economics of Risk,"Sahakyan, Zaruhi M",14,8,14,13,8,13,6,3,5,0,0,0,0,1,3.17
ECON,490,Economics of Sports,"Bernotas, David W",0,24,0,0,1,0,0,1,0,0,0,0,1,1,3.61
ECON,490,Economics of War & Terrorism,"Das, Satya P",0,13,8,17,9,3,0,0,0,0,0,0,0,1,3.39
ECON,490,Employee Comp. & Incentives,"Sun, Yuanyuan",0,4,1,8,6,4,1,2,1,0,0,0,1,0,2.96
ECON,490,Environmental Economics,"Buckley, Bryan D",8,15,20,23,30,20,8,4,4,0,2,0,1,0,3.12
ECON,490,Financial Econometrics,"Lee, JiHyung",8,18,7,12,5,2,0,0,0,0,0,0,1,1,3.52
ECON,490,Financial Economics,"Das, Satya P",0,7,4,12,6,1,1,0,0,0,0,0,0,0,3.41
ECON,490,Financial Economics,"Gao, Xing",6,15,16,19,6,5,3,0,0,1,0,0,0,0,3.46
ECON,490,Financial Economics,"Krasa, Stefan",1,7,2,6,5,4,4,3,2,0,2,0,0,1,2.86
ECON,490,Financial Economics,"Wang, Xin",54,30,14,14,10,9,4,3,4,0,0,0,0,0,3.59
ECON,490,Game Theory,"Fung, Juan F",17,17,12,9,16,4,5,8,8,3,7,5,1,3,2.82
ECON,490,Game Theory,"Li, Zening",12,18,2,9,17,16,2,12,4,0,7,0,2,3,2.82
ECON,490,Game Theory,"Shakiba, Mehdi",17,14,10,5,12,6,10,12,8,2,3,3,1,1,2.86
ECON,490,Game Theory,"Wang, Yiqun",8,8,10,8,17,2,8,4,0,0,2,0,2,0,3.08
ECON,490,History of Economic Thought,"Gottheil, Fred M",0,25,21,4,6,3,1,9,0,0,1,1,0,0,3.36
ECON,490,International Finance,"Bebczuk, Ricardo N",9,16,7,14,13,6,2,0,0,0,0,0,0,0,3.46
ECON,490,International Trade,"Vardanyan, Ani",2,2,7,4,10,3,1,1,0,0,0,0,0,1,3.14
ECON,490,Israeli Economy,"Gottheil, Fred M",0,22,3,3,7,0,0,0,0,0,0,0,0,0,3.71
ECON,490,Middle-Eastern Economics,"Esfahani, Hadi S",14,9,8,4,2,0,0,0,0,0,0,0,0,0,3.8
ECON,490,Migration,"Kleemans, Maria",3,4,2,5,2,2,2,1,2,1,1,1,0,0,2.94
ECON,490,Migration & Econ Development,"Kleemans, Maria",7,10,9,11,6,2,2,1,3,0,1,0,1,0,3.28
ECON,490,Migration and Econ Development,"Kleemans, Maria",5,3,5,3,4,1,0,1,0,0,0,0,1,0,3.35
ECON,490,Monetary Economics,"Grigoryan, Aram",9,5,8,14,11,6,6,2,1,0,0,0,1,0,3.19
ECON,490,Monetary Economics,"Zhao, Rui",11,25,23,29,27,27,11,6,1,0,2,1,2,3,3.1
ECON,490,Numerical Methods: Econonomics,"Hurtado Martill, Carlos A",0,5,4,1,0,0,1,0,2,0,5,0,6,0,2.03
ECON,490,Political Economy,"Quigley, David",1,2,3,8,5,3,6,7,5,1,8,2,5,0,2.14
ECON,490,The Econ of Organizations,"Arvan, Lanny",1,17,1,8,14,0,1,3,0,0,0,0,1,0,3.32
ECON,490,Topics International Finance,"Dias, Daniel A",3,3,6,6,6,1,2,2,1,0,0,0,1,0,3.13
ECON,490,Topics in Economic Growth,"Baerlocher Carv, Diogo",4,1,4,4,2,2,2,0,2,1,0,0,1,0,2.99
ECON,490,Topics in Economic Growth,"Pereira de Mene, Paulo H",11,21,17,19,14,7,0,1,0,0,0,1,1,0,3.45
ECON,490,Topics in Economics,"Arvan, Lanny",0,15,20,20,0,1,0,0,0,0,0,0,0,0,3.62
ECON,490,Topics in Economics,"Esfahani, Hadi S",7,24,12,4,3,0,0,1,0,0,0,0,0,0,3.77
ECON,490,Topics in Economics,"Fan, Xiaochen",30,24,24,14,2,0,0,0,0,0,0,0,2,0,3.72
ECON,490,Topics in Economics,"Krasa, Stefan",2,5,6,14,15,5,3,2,0,1,0,0,0,0,3.16
ECON,490,Topics in Economics,"Powers, Elizabeth T",0,2,14,4,8,8,0,2,0,2,0,0,2,0,2.97
ECON,490,Topics in Economics,"Puzzello, Daniela",6,7,3,0,4,3,0,0,0,0,0,0,2,0,3.32
ECON,490,Topics in Game Theory,"Wang, Yiqun",3,8,6,6,10,3,2,1,2,2,0,0,0,0,3.18
ECON,490,Women in the Economy,"Powers, Elizabeth T",0,6,11,10,4,11,0,3,6,0,0,0,1,0,2.98
ECON,500,General Microeconomic Theory,"Cho, In-Koo",2,5,6,4,8,10,1,5,2,0,0,0,0,0,3.02
ECON,500,General Microeconomic Theory,"Krasa, Stefan",22,100,114,88,71,36,7,0,0,0,0,0,0,1,3.47
ECON,500,General Microeconomic Theory,"Miller, Nolan H",1,23,23,30,18,3,0,0,0,0,0,0,0,0,3.49
ECON,500,General Microeconomic Theory,"Polborn, Mattias K",3,5,8,2,3,1,0,1,0,0,0,0,0,0,3.55
ECON,500,Microeconomics,"Krasa, Stefan",6,42,23,35,42,30,8,6,0,0,0,0,0,0,3.28
ECON,501,Macroeconomics,"Buiatti, Cesare",8,14,7,4,0,0,0,0,0,0,0,0,0,0,3.85
ECON,501,Macroeconomics,"Esfahani, Hadi S",4,5,5,4,0,1,2,0,0,0,0,0,0,0,3.57
ECON,501,Macroeconomics,"Parente, Stephen L",15,37,45,37,8,1,0,0,0,0,0,0,0,0,3.66
ECON,502,Economic Statistics,"Toossi, Ali",6,31,38,43,44,18,5,0,0,0,0,0,0,0,3.36
ECON,502,Microeconomic Theory I,"Williams, Steven R",6,24,23,24,22,11,0,1,0,0,0,0,0,1,3.41
ECON,503,Econometrics,"Agiakloglou, Christos",8,13,6,10,11,7,3,0,0,0,0,0,0,0,3.41
ECON,503,Econometrics,"Bera, Anil K",6,59,56,32,4,0,0,0,0,0,0,0,0,0,3.72
ECON,503,Macroeconomic Theory I,"Feng, Zhigang",7,7,9,10,9,2,3,0,0,0,0,0,0,0,3.44
ECON,503,Macroeconomic Theory I,"Parente, Stephen L",4,11,24,24,11,6,2,0,0,0,0,0,0,0,3.43
ECON,504,Microeconomic Theory II,"Puzzello, Daniela",1,12,11,4,0,0,0,0,0,0,0,0,0,0,3.77
ECON,504,Time Series Analysis in Econ,"Toossi, Ali",2,6,6,6,2,0,0,0,0,0,0,0,0,0,3.64
ECON,505,Introduction to Game Theory,"Lemus Encalada, Jorge A",11,19,28,13,2,2,0,0,0,0,0,0,0,0,3.7
ECON,505,Macroeconomic Theory II,"Tutino, Antonella",2,3,8,5,2,1,0,0,0,0,0,0,0,0,3.56
ECON,505,Macroeconomic Theory II,"Villamil, Anne",0,16,2,5,0,0,0,0,0,0,0,0,0,0,3.83
ECON,505,Macroeconomic Theory II,"Zhao, Rui",0,6,6,12,5,1,0,0,0,0,0,0,0,0,3.46
ECON,506,Economic Statistics,"Bera, Anil K",20,57,40,27,23,10,12,8,0,0,0,0,0,0,3.47
ECON,506,Economic Statistics,"Toossi Ardakani, Ali",20,85,55,49,55,24,3,1,0,0,0,0,0,0,3.5
ECON,506,Economic Statistics,"Toossi, Ali",11,26,27,26,24,14,2,0,0,0,0,0,0,1,3.42
ECON,506,Economic Statistics,"de Mello, Euler P",3,10,2,0,7,3,0,0,0,0,0,0,0,0,3.53
ECON,507,Econometric Analysis,"Agiakloglou, Christos",6,3,4,6,5,3,0,0,0,0,0,0,0,2,3.23
ECON,507,Econometric Analysis,"Belluzzo, Walter",2,3,9,3,9,6,1,0,0,0,0,0,0,0,3.28
ECON,507,Econometric Analysis,"Park, Sung Yong",2,17,12,4,0,0,0,0,0,0,0,0,0,0,3.81
ECON,508,Applied Econometrics,"Agiakloglou, Christos",13,21,16,16,17,5,0,0,0,0,0,0,0,0,3.55
ECON,508,Applied Econometrics,"Bera, Anil K",19,54,47,29,17,1,1,0,0,0,0,0,0,0,3.67
ECON,508,Applied Econometrics,"Bottan, Nicolas L",1,10,14,5,5,0,0,0,0,0,0,0,0,0,3.63
ECON,508,Applied Econometrics,"Hagemann, Andreas S",4,9,4,5,13,4,4,0,0,0,0,0,0,0,3.31
ECON,508,Applied Econometrics,"McMillen, Daniel P",3,40,5,3,27,0,0,0,0,0,0,0,0,0,3.61
ECON,509,General Macroeconomic Theory,"Esfahani, Hadi S",10,32,65,50,33,16,6,2,0,0,0,2,0,1,3.38
ECON,509,General Macroeconomic Theory,"Parente, Stephen L",23,95,71,43,7,0,0,0,0,0,0,0,0,0,3.75
ECON,510,Economics of Taxation,"Gahvari, Firouz",2,5,4,5,4,0,1,0,0,0,0,0,0,0,3.51
ECON,510,Economics of Taxation,"Giertz, J F",1,24,29,4,1,0,0,0,0,0,0,0,0,0,3.77
ECON,511,Public Goods Theory,"Albouy, David Y",3,19,22,13,12,8,3,0,0,0,0,0,0,0,3.45
ECON,511,Public Goods Theory,"Polborn, Mattias K",7,13,24,34,20,17,0,0,0,0,0,0,0,0,3.36
ECON,512,Economics of Taxation,"Gahvari, Firouz",4,12,6,16,10,2,0,0,0,0,0,0,0,0,3.49
ECON,512,Economics of Taxation,"Giertz, J F",0,19,22,15,1,0,0,0,0,0,0,0,0,0,3.68
ECON,512,Economics of Taxation,"Micheletto, Luca",1,4,11,12,9,3,2,0,0,0,0,0,0,0,3.33
ECON,513,International Trade,"Das, Satya P",3,24,8,34,20,6,0,0,0,0,0,0,0,0,3.44
ECON,514,International Financial,"Bebczuk, Ricardo N",7,13,8,2,4,0,0,0,0,0,0,0,0,0,3.76
ECON,514,International Financial,"Cleeton, David L",1,3,7,9,10,2,0,0,0,0,0,0,0,1,3.24
ECON,516,Monetary Theory,"Amir Ahmadi, Pooyan",15,14,8,2,2,0,0,0,0,0,0,0,0,0,3.85
ECON,516,Monetary Theory,"Bebczuk, Ricardo N",14,18,7,17,17,2,0,1,0,0,0,0,0,0,3.54
ECON,516,Monetary Theory,"Sprenkle, Case M",6,10,12,0,2,0,0,0,0,0,0,0,0,0,3.8
ECON,517,Monetary Policy,"Paiva, Claudio A",6,9,12,11,10,5,0,3,0,0,0,0,0,0,3.39
ECON,517,Monetary Policy,"Zhao, Rui",15,13,11,10,12,4,0,0,0,0,0,0,0,0,3.57
ECON,520,International Trade Theory,"Dias, Daniel",3,10,9,14,7,0,0,0,0,0,0,0,0,0,3.55
ECON,520,International Trade Theory,"Dias, Daniel A",6,14,10,22,10,2,0,0,0,0,0,0,0,0,3.52
ECON,520,International Trade Theory,"Schmidt-Eisenlo, Tim",5,15,9,17,9,0,0,0,0,0,0,0,0,0,3.58
ECON,522,International Financial Econ,"Dias, Daniel",2,16,9,21,8,4,0,0,0,0,0,0,0,0,3.49
ECON,522,International Financial Econ,"Dias, Daniel A",8,18,16,29,14,0,0,0,0,0,0,0,0,0,3.55
ECON,523,Business International Econ,"Baer, Werner",17,53,14,14,8,2,0,0,0,0,0,0,0,0,3.77
ECON,528,Microeconomics for Business,"DeBrock, Lawrence M",20,110,65,58,26,20,20,4,4,2,2,0,1,0,3.46
ECON,528,Microeconomics for Business,"Esfahani, Hadi S",44,22,11,8,4,1,2,0,0,0,0,0,0,1,3.77
ECON,529,Macroeconomics for Business,"Esfahani, Hadi S",10,70,33,24,10,1,3,0,0,0,1,0,0,0,3.7
ECON,530,Microeconomic Theory I,"Arzumanyan, Mariam",3,7,10,7,0,0,0,0,0,0,0,0,0,0,3.7
ECON,530,Microeconomic Theory I,"Lemus Encalada, Jorge A",3,7,4,7,7,1,1,0,0,0,0,0,0,0,3.47
ECON,530,Microeconomic Theory I,"Miller, Nolan H",0,5,7,5,5,0,0,0,0,0,0,0,0,0,3.52
ECON,531,Macroeconomic Theory I,"Baerlocher Carv, Diogo",1,4,13,5,3,0,0,0,0,0,0,0,0,0,3.59
ECON,531,Macroeconomic Theory I,"Feng, Zhigang",2,5,7,6,9,2,1,0,0,0,0,0,0,0,3.39
ECON,532,Econometric Analysis I,"Bera, Anil K",31,50,23,22,9,0,1,1,1,0,0,0,0,0,3.73
ECON,533,Microeconomic Theory II,"Riley, Blake",0,13,4,5,6,2,0,0,0,0,0,0,0,0,3.56
ECON,533,Microeconomic Theory II,"Williams, Steven R",2,5,3,6,6,0,0,0,0,0,0,0,0,0,3.5
ECON,534,Macroeconomic Theory II,"Feng, Zhigang",3,10,4,9,0,2,0,0,0,0,0,0,0,0,3.64
ECON,535,Econometric Analysis II,"Bilias, Yannis",4,5,5,14,5,2,0,0,0,0,0,0,0,0,3.47
ECON,535,Econometric Analysis II,"Chung, Eun Yi",2,3,10,8,3,2,2,0,0,0,0,0,0,0,3.41
ECON,536,Applied Econometrics,"Koenker, Roger W",0,6,19,6,3,0,0,0,0,0,0,0,0,0,3.61
ECON,550,Econ of Development and Growth,"Baer, Werner",6,20,12,1,0,0,0,0,0,0,0,0,0,0,3.88
ECON,550,Econ of Development and Growth,"Rashid, Salim",1,5,6,1,6,0,0,3,1,0,0,0,0,0,3.26
ECON,563,Monetary Theory,"Bebczuk, Ricardo N",7,11,8,12,5,1,0,0,0,0,0,0,0,0,3.61
ECON,563,Monetary Theory,"Tutino, Antonella",2,5,8,9,4,1,0,0,0,0,0,0,0,1,3.4
ECON,563,Monetary Theory,"Zhao, Rui",5,12,15,19,7,4,0,0,0,0,0,0,0,0,3.52
ECON,564,The Theory of Monetary Policy,"Elosegui, Pedro L",17,27,39,9,12,0,0,0,0,0,0,0,0,0,3.7
ECON,564,The Theory of Monetary Policy,"Villamil, Anne",2,111,41,31,45,4,4,0,0,0,0,0,0,0,3.62
ECON,565,Math Econ I,"Polborn, Mattias K",4,7,13,11,9,6,3,0,0,0,0,0,0,0,3.36
ECON,567,Microeconomics for Business,"Esfahani, Hadi S",23,92,59,22,9,2,2,2,0,0,1,0,0,1,3.72
ECON,568,Macroeconomics for Business,"Cohen, Susan I",2,2,4,6,4,18,14,0,0,0,0,0,0,0,2.87
ECON,568,Macroeconomics for Business,"Esfahani, Hadi S",72,163,62,25,18,1,9,0,2,0,0,0,0,0,3.78
ECON,576,Time Series Analysis in Econ,"Toossi Ardakani, Ali",1,6,9,5,0,0,0,0,0,0,0,0,0,0,3.7
ECON,590,Corporate Law and Economics,"Perry, Martin",6,10,6,2,0,0,0,0,0,0,0,0,0,0,3.86
ECON,590,Development: Theory & Evidence,"Thornton, Rebecca L",4,5,4,4,3,4,0,0,1,1,0,0,0,0,3.33
ECON,590,Industrial Organization,"Marshall, Guillermo",4,8,2,2,5,0,0,0,0,0,0,0,0,0,3.67
ECON,590,Regional Economics,"Hewings, Geoffrey J",0,2,11,4,5,1,0,0,0,0,0,0,0,0,3.45
ECON,590,Third-Year Paper Seminar,"Deltas, George",1,3,6,10,1,3,0,0,0,0,0,0,0,0,3.43
EDUC,101,Education Orientation Seminar,"Cross, Joseph L",0,749,0,0,33,0,0,9,0,0,7,0,3,1,3.89
EDUC,101,Education Orientation Seminar,"McCarthey, Sarah J",54,203,11,5,1,1,0,5,1,0,0,1,0,1,3.9
EDUC,101,Education Orientation Seminar,"Zola, David",6,59,1,0,1,0,0,2,0,0,0,0,1,0,3.87
EDUC,201,Identity and Difference in Edu,"Garner, Porshe R",14,3,2,0,5,1,0,2,0,0,0,0,0,0,3.59
EDUC,201,Identity and Difference in Edu,"Harless, Jessica J",6,4,9,4,2,2,0,1,1,0,0,0,0,0,3.49
EDUC,201,Identity and Difference in Edu,"Harris, Jadyn",13,3,4,5,1,2,2,0,0,0,0,0,0,0,3.61
EDUC,201,Identity and Difference in Edu,"Koissaba, Serena",11,4,10,1,2,0,0,0,0,0,0,0,0,0,3.79
EDUC,201,Identity and Difference in Edu,"Mayo, Cris S",0,64,12,2,2,0,0,0,0,0,0,0,0,0,3.91
EDUC,201,Identity and Difference in Edu,"Span, Christopher",17,117,23,11,3,0,1,1,0,0,0,0,1,0,3.85
EDUC,201,Identity and Difference in Edu,"Vargas, Gabriela E",5,9,8,3,0,0,1,0,0,0,0,0,0,0,3.76
EDUC,202,Social Justice Sch & Society,"Bell, Stanley",4,10,5,2,2,0,0,0,0,0,0,0,0,0,3.78
EDUC,202,Social Justice Sch & Society,"Cardenas Gonzal, Nancy D",18,5,1,0,0,0,1,1,0,0,0,0,0,0,3.85
EDUC,202,Social Justice Sch & Society,"Gueye, Mor",12,8,2,2,0,0,0,0,0,0,0,0,0,0,3.92
EDUC,202,Social Justice Sch & Society,"Gutierrez, Rochelle",40,53,5,3,0,0,1,2,0,0,0,0,0,0,3.91
EDUC,202,Social Justice Sch & Society,"Harris, Tiffany O",3,18,8,1,0,0,0,0,0,0,0,0,0,0,3.89
EDUC,202,Social Justice Sch & Society,"Sawwan, Rana J",12,8,1,1,0,0,0,0,0,0,0,0,0,0,3.95
EDUC,202,Social Justice Sch & Society,"Turner, Francena F",8,11,4,1,0,1,0,0,0,0,2,0,0,0,3.65
EDUC,202,Social Justice Sch & Society,"Vargas, Gabriela E",7,7,5,4,2,1,0,0,0,0,0,0,1,0,3.57
EDUC,202,Social Justice Sch & Society,"West, Autumn J",5,13,6,2,2,1,0,0,0,0,0,0,0,0,3.77
EDUC,202,Social Justice Sch & Society,"Williams, Julian T",7,8,8,2,0,2,0,0,0,0,0,0,0,0,3.75
EIL,411,Intro to TESL Methodology,"Bishop, Hugh",6,43,21,3,1,0,0,0,0,0,0,0,0,0,3.86
EIL,411,Intro to TESL Methodology,"Franks, Suzanne C",2,31,6,0,1,0,1,0,1,0,0,0,0,1,3.74
EIL,411,Intro to TESL Methodology,"Koshik, Irene A",1,19,1,1,0,0,0,0,0,0,0,0,0,0,3.95
EIL,411,Intro to TESL Methodology,"Walters, Francis S",15,15,7,6,1,0,1,0,0,0,0,0,0,1,3.72
EIL,422,Engl Grammar for ESL Teachers,"Davidson, Frederick G",6,34,5,2,1,0,0,0,0,0,0,0,0,0,3.92
EIL,422,Engl Grammar for ESL Teachers,"Franks, Suzanne C",2,17,4,2,1,0,0,0,0,0,1,0,0,0,3.75
EIL,422,Engl Grammar for ESL Teachers,"Ionin, Tania",8,11,7,3,5,2,2,1,3,0,1,0,0,0,3.36
EIL,422,Engl Grammar for ESL Teachers,"Schreiner, Sylvia L",5,14,5,3,2,0,0,0,0,0,0,0,0,1,3.68
EIL,445,Second Lang Reading & Writing,"Sadler, Randall W",8,44,3,0,1,0,0,0,0,0,0,0,2,1,3.76
EIL,456,Lang and Social Interaction I,"Koshik, Irene A",1,16,10,8,6,0,1,2,0,0,0,0,0,0,3.54
EIL,460,Principles of Language Testing,"Walters, Francis S",9,24,15,10,9,0,0,0,0,0,0,0,0,0,3.69
EIL,460,Principles of Language Testing,"Yan, Xun",3,38,7,2,1,2,0,0,0,0,0,0,0,0,3.86
EIL,486,Ling for Language Teachers,"Bhatt, Rakesh M",4,12,2,2,2,2,0,2,0,0,0,0,0,0,3.59
EIL,486,Ling for Language Teachers,"Ingels, Sue A",22,10,4,6,2,0,0,0,0,0,0,0,0,0,3.83
EIL,489,Theoretical Foundations of SLA,"Bishop, Hugh",4,12,4,1,0,0,0,0,0,0,0,0,0,0,3.9
EIL,489,Theoretical Foundations of SLA,"Markee, Numa P",2,20,0,0,18,2,4,0,0,0,0,0,0,0,3.41
EIL,489,Theoretical Foundations of SLA,"Tanner, Darren S",0,8,4,8,3,0,1,1,0,0,0,0,0,1,3.33
ENG,191,International Dimens of Engrg,"Finis, Teresa J",303,127,40,19,7,5,7,6,1,3,0,0,8,5,3.76
ENG,198,Aspirations to Leadership,"Price, Raymond L",7,96,12,8,5,2,2,2,0,0,0,0,2,0,3.76
ENG,198,Aspirations to Leadership II,"Price, Raymond L",2,42,6,0,0,0,2,0,0,0,0,0,0,0,3.9
ENG,198,Decoding Dr. Dre,"Patterson, William",11,39,8,4,5,1,0,0,0,0,1,0,0,0,3.79
ENG,198,Engr for Global Development,"Viswanathan, Madhubalan",4,16,5,1,0,0,0,0,0,0,0,0,0,0,3.91
ENG,198,Essentials in MATLAB & Excel,"Conner-Gaten, Lashea A",0,21,3,7,1,0,0,0,0,0,0,0,0,0,3.79
ENG,198,Essentials in MATLAB & Excel,"Litchfield, J B",35,9,1,2,4,0,2,0,0,0,2,0,2,0,3.6
ENG,198,Essentials in MATLAB & Excel,"Witmer, Ann-Perry",21,12,4,2,2,0,0,0,1,0,0,0,0,0,3.83
ENG,198,First-Year Women Engineers,"Larson, Susan M",0,26,1,0,0,1,0,0,0,0,0,0,0,0,3.94
ENG,198,First-Year Women Engineers 1,"Wolters, Angela S",0,19,0,0,2,0,0,1,0,0,0,0,0,0,3.82
ENG,198,Grand Challenges,"Bradley, Joe A",41,41,18,6,0,6,1,3,0,0,0,0,0,0,3.78
ENG,198,Grand Challenges,"Litchfield, J B",0,176,0,5,24,0,0,3,0,0,1,0,1,1,3.79
ENG,198,IEFX Professional Development,"Witmer, Ann-Perry",24,16,2,2,4,0,0,0,0,0,0,0,0,0,3.88
ENG,198,IEFX Projects,"Bradley, Joe A",7,58,6,1,3,0,0,0,0,0,0,0,0,0,3.92
ENG,198,IEFX Projects,"Dragic, Peter D",10,18,0,6,6,0,4,0,0,0,0,0,0,0,3.62
ENG,198,IEFX Projects,"Wilcox, Bryan R",5,31,17,4,1,0,0,0,0,0,0,0,0,0,3.84
ENG,198,IEFX Projects 1,"Bradley, Joe A",9,87,42,14,5,1,0,1,2,0,0,0,0,0,3.77
ENG,198,IEFX Projects 1,"Litchfield, J B",0,25,30,17,10,1,3,0,0,0,0,0,0,1,3.52
ENG,198,IEFX Projects 2,"Bradley, Joe A",14,93,32,18,7,1,1,0,0,0,0,0,0,0,3.8
ENG,198,IEFX Projects 2,"Litchfield, J B",8,19,27,16,4,0,0,0,0,0,0,0,1,0,3.63
ENG,198,IEFX Projects 3,"Bradley, Joe A",11,60,12,2,1,0,1,2,1,0,0,0,0,2,3.76
ENG,198,IEFX Projects 3,"Litchfield, J B",6,33,15,13,10,3,0,0,0,0,0,0,0,1,3.61
ENG,198,IEFX Research,"Goodman, Matthew D",0,15,3,1,1,1,0,0,0,0,0,0,0,0,3.81
ENG,198,IEFX Research,"Litchfield, J B",11,2,6,5,2,2,0,0,0,0,0,0,0,0,3.64
ENG,198,IEFX Research,"Mena, Irene B",41,14,3,9,4,2,2,0,1,0,1,0,4,0,3.53
ENG,198,Inspiring Interacting Informin,"Witmer, Ann-Perry",8,25,9,4,4,0,1,0,0,0,0,0,0,0,3.78
ENG,198,Introduction to Sustainability,"Witmer, Ann-Perry",2,12,5,3,1,0,0,0,0,0,0,0,0,0,3.8
ENG,198,MATLAB & Excel Essentials,"Litchfield, J B",19,7,8,2,2,2,0,3,0,0,1,0,0,0,3.6
ENG,198,Renaissance Engineer,"Bradley, Joe A",5,16,8,5,5,4,0,0,0,0,0,0,0,0,3.62
ENG,198,Renaissance Engineer,"Litchfield, J B",2,9,6,2,3,0,0,0,0,1,0,0,1,0,3.46
ENG,198,Renaissance Engineer B,"Litchfield, J B",2,13,4,1,0,0,0,0,0,0,0,0,1,0,3.71
ENG,198,Special Topics,"Dragic, Peter D",0,41,0,0,1,0,0,3,0,0,1,0,0,0,3.78
ENG,198,Special Topics,"Liu, Liang Y",0,7,16,5,1,0,0,2,0,0,0,0,0,0,3.56
ENG,198,Special Topics,"Price, Raymond L",0,166,0,0,32,0,0,9,0,0,3,0,4,2,3.62
ENG,198,Technical Communication,"Amos, Jennifer",10,22,0,0,1,0,0,0,0,0,0,0,0,0,3.97
ENG,198,Technical Communication,"Brunet, Marie-Christine",0,28,0,0,1,0,0,0,0,0,0,0,0,0,3.97
ENG,198,iEFX Projects 1,"Litchfield, J B",10,26,34,30,4,0,0,0,0,0,0,0,0,0,3.66
ENG,198,iEFX Projects 2,"Litchfield, J B",4,14,38,12,2,2,2,0,0,0,0,0,0,0,3.61
ENG,198,iEFX Projects 3,"Litchfield, J B",12,50,14,4,0,0,0,0,0,0,0,0,0,0,3.91
ENG,199,Freshman Ugr Research Seminar,"Larson, Susan M",0,104,0,0,16,0,0,4,0,0,0,0,2,0,3.75
ENG,199,MEP Mentoring,"Favila, Ivanhoe",41,175,42,26,9,11,2,0,0,0,0,0,0,0,3.81
ENG,199,Mentoring for Freshman Women,"Burgon, Holli",0,32,10,2,2,0,0,0,2,0,2,0,2,0,3.51
ENG,199,PURE Research Program,"Heeren, Cinda",0,28,0,0,2,0,0,0,0,0,0,0,0,0,3.93
ENG,199,Parkland Pathways Orientation,"Niehans, Keri M",10,12,1,0,1,0,0,0,0,0,0,0,1,0,3.79
ENG,199,Undergrad Research Seminar,"Larson, Susan M",0,118,0,0,30,0,0,6,0,0,0,0,4,2,3.59
ENG,199,Undergrad Research Seminar,"Mamaril, Natasha Johanna",30,14,3,2,0,0,0,0,0,0,0,0,0,0,3.95
ENG,199,Undergraduate Open Seminar,"Dai, Yameng",18,6,0,2,1,2,0,0,1,1,2,1,1,0,3.33
ENG,199,Undergraduate Open Seminar,"Favila, Ivanhoe",22,24,6,5,0,2,0,0,0,0,0,0,0,0,3.86
ENG,199,Undergraduate Open Seminar,"Larson, Susan M",4,10,3,0,3,3,0,0,0,0,0,0,0,0,3.65
ENG,199,Undergraduate Open Seminar,"Linnemeyer, Susan A",47,25,2,2,1,0,0,0,0,0,0,0,0,0,3.96
ENG,199,Undergraduate Open Seminar,"Somnath, Nisha",1,7,0,1,8,0,2,2,0,0,0,2,0,0,3.01
ENG,199,Undergraduate Open Seminar,"Waranyuwat, Kulapan J",12,23,0,0,9,0,0,2,0,0,0,0,0,0,3.72
ENG,199,Undergraduate Open Seminar,"Yeong, Hoong Chieh",10,5,3,1,2,2,0,0,0,0,0,0,0,0,3.72
ENG,200,Introduction to Innovation,"Larson, Stephanie M",0,17,4,0,0,0,1,0,1,0,0,0,0,0,3.77
ENG,250,From Idea to Enterprise,"Sorkin, Harlan L",13,51,7,4,1,0,0,0,0,0,0,0,1,1,3.82
ENG,298,Special Topics,"Litchfield, J B",24,44,34,19,11,11,3,1,1,0,0,0,1,0,3.58
ENG,298,User-Oriented Collab Design,"Weightman, David I",3,16,5,3,0,0,0,0,0,0,0,0,0,0,3.86
ENG,315,LINC Boys & Girls Club,"Litchfield, J B",4,8,1,2,5,2,0,0,0,0,0,0,0,0,3.58
ENG,315,LINC COVE Alliance Uganda,"Litchfield, J B",0,8,7,6,1,0,0,0,0,0,0,0,0,0,3.67
ENG,315,LINC Electric Vehicle Initiatv,"Litchfield, J B",0,7,8,4,0,0,2,0,0,2,0,0,0,0,3.39
ENG,315,LINC SOAR Youth Programs,"Litchfield, J B",2,22,8,8,2,0,0,0,2,0,2,0,0,0,3.55
ENG,315,Learning in Community,"Litchfield, J B",10,50,21,12,8,7,2,0,1,0,0,1,3,1,3.51
ENG,333,"Creativity, Innovation, Vision","Jahnke, Keilin T",6,47,24,11,12,6,2,2,3,0,1,1,4,0,3.39
